,tweet_id,retweet_count,fav_count
1811,675878199931371520,1233,3772
1812,675870721063669760,495,1463
1813,675853064436391936,1128,2413
1814,675849018447167488,123,862
1815,675845657354215424,773,2037
1816,675822767435051008,474,1383
1817,675820929667219457,205,956
1818,675798442703122432,3035,9279
1819,675781562965868544,417,1452
1820,675740360753160193,294,1054
1821,675710890956750848,715,1681
1822,675707330206547968,594,1781
1823,675706639471788032,84,580
1824,675534494439489536,360,1656
1825,675531475945709568,329,1061
1826,675522403582218240,249,937
1827,675517828909424640,406,1141
1828,675501075957489664,5193,15473
1829,675497103322386432,1126,2810
1830,675489971617296384,526,1146
1831,675483430902214656,849,1653
1832,675432746517426176,500,1357
1833,675372240448454658,450,1520
1834,675362609739206656,192,940
1835,675354435921575936,14813,29311
1836,675349384339542016,1990,3511
1837,675334060156301312,1125,2470
1838,675166823650848770,1377,3157
1839,675153376133427200,2249,5566
1840,675149409102012420,1493,3339
1841,675147105808306176,196,842
1842,675146535592706048,254,1051
1843,675145476954566656,777,1905
1844,675135153782571009,409,1159
1845,675113801096802304,684,1728
1846,675111688094527488,212,868
1847,675109292475830276,993,2506
1848,675047298674663426,273,926
1849,675015141583413248,1029,2403
1850,675006312288268288,200,876
1851,675003128568291329,405,1386
1852,674999807681908736,950,1989
1853,674805413498527744,315,757
1854,674800520222154752,743,2679
1855,674793399141146624,950,2215
1856,674790488185167872,216,980
1857,674788554665512960,181,718
1858,674781762103414784,1037,1795
1859,674774481756377088,405,980
1860,674767892831932416,688,1619
1861,674764817387900928,200,697
1862,674754018082705410,382,1227
1863,674752233200820224,398,1306
1864,674743008475090944,461,1258
1865,674742531037511680,44,431
1866,674739953134403584,326,964
1867,674737130913071104,80,578
1868,674690135443775488,409,1020
1869,674670581682434048,563,1443
1870,674664755118911488,203,809
1871,674646392044941312,427,1273
1872,674644256330530816,239,919
1873,674638615994089473,509,1508
1874,674632714662858753,497,1335
1875,674606911342424069,86,835
1876,674468880899788800,1768,5531
1877,674447403907457024,314,951
1878,674436901579923456,343,987
1879,674422304705744896,463,1280
1880,674416750885273600,114,610
1881,674410619106390016,398,1066
1882,674394782723014656,487,1331
1883,674372068062928900,279,768
1884,674330906434379776,64,501
1885,674318007229923329,447,1248
1886,674307341513269249,5999,10071
1887,674291837063053312,5114,13110
1888,674271431610523648,640,1389
1889,674269164442398721,201,820
1890,674265582246694913,724,1455
1891,674262580978937856,380,1172
1892,674255168825880576,463,1293
1893,674082852460433408,144,677
1894,674075285688614912,245,885
1895,674063288070742018,1901,5696
1896,674053186244734976,1121,2934
1897,674051556661161984,428,1287
1898,674045139690631169,562,1264
1899,674042553264685056,109,632
1900,674038233588723717,366,973
1901,674036086168010753,180,757
1902,674024893172875264,1079,1579
1903,674019345211760640,264,1008
1904,674014384960745472,557,1382
1905,674008982932058114,298,1079
1906,673956914389192708,832,1738
1907,673919437611909120,325,1053
1908,673906403526995968,1426,2833
1909,673887867907739649,220,832
1910,673716320723169284,667,2772
1911,673715861853720576,1800,3145
1912,673711475735838725,263,933
1913,673709992831262724,234,743
1914,673708611235921920,253,947
1915,673707060090052608,344,982
1916,673705679337693185,357,1122
1917,673700254269775872,497,1278
1918,673697980713705472,1684,3487
1919,673689733134946305,566,1528
1920,673688752737402881,436,1122
1921,673686845050527744,374,1269
1922,673680198160809984,414,1224
1923,673662677122719744,326,1121
1924,673656262056419329,198,649
1925,673636718965334016,307,990
1926,673612854080196609,629,1417
1927,673583129559498752,312,1058
1928,673580926094458881,237,731
1929,673576835670777856,485,1222
1930,673363615379013632,266,924
1931,673359818736984064,590,1283
1932,673355879178194945,489,1330
1933,673352124999274496,471,1487
1934,673350198937153538,183,679
1935,673345638550134785,1096,2218
1936,673343217010679808,234,851
1937,673342308415348736,490,1122
1938,673320132811366400,6834,11892
1939,673317986296586240,215,775
1940,673295268553605120,2733,6689
1941,673270968295534593,311,947
1942,673240798075449344,613,1269
1943,673213039743795200,723,1958
1944,673148804208660480,547,1482
1945,672997845381865473,629,1743
1946,672995267319328768,250,838
1947,672988786805112832,253,871
1948,672984142909456390,468,1108
1949,672980819271634944,883,1619
1950,672975131468300288,773,1489
1951,672970152493887488,301,833
1952,672968025906282496,465,1174
1953,672964561327235073,553,1257
1954,672902681409806336,422,1227
1955,672898206762672129,360,787
1956,672884426393653248,720,1360
1957,672877615439593473,297,904
1958,672834301050937345,501,1150
1959,672828477930868736,415,1107
1960,672640509974827008,270,871
1961,672622327801233409,418,1144
1962,672614745925664768,509,1081
1963,672609152938721280,335,960
1964,672604026190569472,334,962
1965,672594978741354496,526,1171
1966,672591762242805761,281,835
1967,672591271085670400,156,637
1968,672538107540070400,315,893
1969,672523490734551040,146,551
1970,672488522314567680,371,989
1971,672482722825261057,517,987
1972,672481316919734272,110,637
1973,672475084225949696,604,1288
1974,672466075045466113,445,1188
1975,672272411274932228,2915,5684
1976,672267570918129665,529,1309
1977,672264251789176834,283,1006
1978,672256522047614977,1320,2498
1979,672254177670729728,644,1270
1980,672248013293752320,518,1526
1981,672245253877968896,129,605
1982,672239279297454080,275,802
1983,672231046314901505,876,1610
1984,672222792075620352,175,699
1985,672205392827572224,1000,1977
1986,672169685991993344,317,910
1987,672160042234327040,303,766
1988,672139350159835138,590,1533
1989,672125275208069120,983,2108
1990,672095186491711488,327,872
1991,672082170312290304,318,837
1992,672068090318987265,439,1128
1993,671896809300709376,3658,7570
1994,671891728106971137,478,1170
1995,671882082306625538,1198,3086
1996,671879137494245376,569,1244
1997,671874878652489728,476,1103
1998,671866342182637568,413,992
1999,671855973984772097,369,789
2000,671789708968640512,2984,6288
2001,671768281401958400,429,1044
2002,671763349865160704,766,1485
2003,671744970634719232,656,1197
2004,671743150407421952,200,672
2005,671735591348891648,648,1280
2006,671729906628341761,3774,7455
2007,671561002136281088,6278,11329
2008,671550332464455680,183,808
2009,671547767500775424,495,1201
2010,671544874165002241,888,1720
2011,671542985629241344,481,967
2012,671538301157904385,333,837
2013,671536543010570240,342,1034
2014,671533943490011136,493,896
2015,671528761649688577,214,733
2016,671520732782923777,450,1213
2017,671518598289059840,250,827
2018,671511350426865664,603,1418
2019,671504605491109889,3106,6207
2020,671497587707535361,384,822
2021,671488513339211776,410,882
2022,671486386088865792,171,507
2023,671485057807351808,195,674
2024,671390180817915904,647,1275
2025,671362598324076544,257,973
2026,671357843010908160,133,351
2027,671355857343524864,104,419
2028,671347597085433856,368,831
2029,671186162933985280,176,637
2030,671182547775299584,281,976
2031,671166507850801152,301,775
2032,671163268581498880,962,1452
2033,671159727754231808,67,314
2034,671154572044468225,185,623
2035,671151324042559489,126,588
2036,671147085991960577,191,582
2037,671141549288370177,569,1016
2038,671138694582165504,340,817
2039,671134062904504320,162,653
2040,671122204919246848,2173,3067
2041,671115716440031232,667,1208
2042,671109016219725825,377,1000
2043,670995969505435648,241,964
2044,670842764863651840,7539,21960
2045,670840546554966016,165,521
2046,670838202509447168,596,978
2047,670833812859932673,109,379
2048,670832455012716544,183,642
2049,670826280409919488,3482,4839
2050,670823764196741120,159,671
2051,670822709593571328,82,543
2052,670815497391357952,1308,2766
2053,670811965569282048,229,981
2054,670807719151067136,424,1048
2055,670804601705242624,813,1728
2056,670803562457407488,77,301
2057,670797304698376195,202,656
2058,670792680469889025,236,731
2059,670789397210615808,210,581
2060,670786190031921152,168,526
2061,670783437142401025,329,719
2062,670782429121134593,650,1342
2063,670780561024270336,248,699
2064,670778058496974848,62,297
2065,670764103623966721,370,951
2066,670755717859713024,87,391
2067,670733412878163972,446,845
2068,670727704916926465,312,733
2069,670717338665226240,415,1048
2070,670704688707301377,317,685
2071,670691627984359425,207,514
2072,670679630144274432,240,659
2073,670676092097810432,35,214
2074,670668383499735048,4288,9397
2075,670474236058800128,628,1326
2076,670468609693655041,77,314
2077,670465786746662913,465,851
2078,670452855871037440,174,489
2079,670449342516494336,565,1071
2080,670444955656130560,1733,6027
2081,670442337873600512,175,578
2082,670435821946826752,433,935
2083,670434127938719744,559,1252
2084,670433248821026816,100,295
2085,670428280563085312,519,1221
2086,670427002554466305,141,460
2087,670421925039075328,549,1133
2088,670420569653809152,265,537
2089,670417414769758208,280,497
2090,670411370698022913,764,1785
2091,670408998013820928,186,483
2092,670403879788544000,128,374
2093,670385711116361728,172,488
2094,670374371102445568,236,668
2095,670361874861563904,55,288
2096,670338931251150849,96,371
2097,670319130621435904,1063,3455
2098,670303360680108032,107,382
2099,670290420111441920,249,622
2100,670093938074779648,275,905
2101,670086499208155136,217,619
2102,670079681849372674,1053,1948
2103,670073503555706880,676,1379
2104,670069087419133954,205,547
2105,670061506722140161,288,663
2106,670055038660800512,279,590
2107,670046952931721218,150,574
2108,670040295598354432,96,654
2109,670037189829525505,240,526
2110,670003130994700288,77,294
2111,669993076832759809,70,281
2112,669972011175813120,132,392
2113,669970042633789440,43,270
2114,669942763794931712,131,443
2115,669926384437997569,81,337
2116,669923323644657664,50,201
2117,669753178989142016,338,702
2118,669749430875258880,55,226
2119,669684865554620416,74,445
2120,669683899023405056,93,337
2121,669682095984410625,115,309
2122,669680153564442624,241,579
2123,669661792646373376,363,709
2124,669625907762618368,1557,3098
2125,669603084620980224,316,839
2126,669597912108789760,131,447
2127,669583744538451968,795,1313
2128,669573570759163904,119,387
2129,669571471778410496,876,1400
2130,669567591774625800,45,201
2131,669564461267722241,104,335
2132,669393256313184256,62,312
2133,669375718304980992,625,1166
2134,669371483794317312,147,433
2135,669367896104181761,129,404
2136,669363888236994561,199,556
2137,669359674819481600,103,329
2138,669354382627049472,1081,2367
2139,669353438988365824,224,563
2140,669351434509529089,153,376
2141,669328503091937280,363,902
2142,669327207240699904,101,494
2143,669324657376567296,181,438
2144,669216679721873412,346,1051
2145,669214165781868544,135,384
2146,669203728096960512,405,882
2147,669037058363662336,262,570
2148,669015743032369152,321,647
2149,669006782128353280,209,510
2150,669000397445533696,5491,18599
2151,668994913074286592,186,389
2152,668992363537309700,292,657
2153,668989615043424256,288,592
2154,668988183816871936,389,796
2155,668986018524233728,139,477
2156,668981893510119424,257,478
2157,668979806671884288,289,700
2158,668975677807423489,495,1147
2159,668967877119254528,18,127
2160,668960084974809088,208,617
2161,668955713004314625,63,240
2162,668932921458302977,50,227
2163,668902994700836864,87,276
2164,668892474547511297,125,354
2165,668872652652679168,264,474
2166,668852170888998912,139,409
2167,668826086256599040,112,381
2168,668815180734689280,223,487
2169,668779399630725120,322,626
2170,668655139528511488,187,468
2171,668645506898350081,455,770
2172,668643542311546881,443,779
2173,668641109086707712,464,942
2174,668636665813057536,434,912
2175,668633411083464705,1372,2447
2176,668631377374486528,278,616
2177,668627278264475648,96,281
2178,668625577880875008,111,326
2179,668623201287675904,649,1238
2180,668620235289837568,35,180
2181,668614819948453888,270,542
2182,668587383441514497,918,1464
2183,668567822092664832,46,204
2184,668544745690562560,196,452
2185,668542336805281792,179,402
2186,668537837512433665,61,226
2187,668528771708952576,188,400
2188,668507509523615744,87,276
2189,668496999348633600,114,356
2190,668484198282485761,206,370
2191,668480044826800133,126,393
2192,668466899341221888,438,765
2193,668297328638447616,254,552
2194,668291999406125056,28,213
2195,668286279830867968,116,433
2196,668274247790391296,194,716
2197,668268907921326080,205,480
2198,668256321989451776,514,1143
2199,668248472370458624,406,838
2200,668237644992782336,2403,5415
2201,668226093875376128,85,245
2202,668221241640230912,168,449
2203,668204964695683073,170,485
2204,668190681446379520,171,571
2205,668171859951755264,161,424
2206,668154635664932864,272,436
2207,668142349051129856,237,507
2208,668113020489474048,207,575
2209,667937095915278337,685,1102
2210,667924896115245057,95,263
2211,667915453470232577,46,184
2212,667911425562669056,245,429
2213,667902449697558528,331,751
2214,667886921285246976,904,1637
2215,667885044254572545,395,726
2216,667878741721415682,100,346
2217,667873844930215936,338,547
2218,667866724293877760,894,2702
2219,667861340749471744,69,221
2220,667832474953625600,54,253
2221,667806454573760512,414,923
2222,667801013445750784,80,279
2223,667793409583771648,285,602
2224,667782464991965184,210,362
2225,667773195014021121,44,203
2226,667766675769573376,185,370
2227,667728196545200128,125,323
2228,667724302356258817,264,421
2229,667550904950915073,28,0
2230,667550882905632768,25,0
2231,667549055577362432,1936,5078
2232,667546741521195010,106,303
2233,667544320556335104,454,756
2234,667538891197542400,57,174
2235,667534815156183040,442,711
2236,667530908589760512,205,410
2237,667524857454854144,960,1491
2238,667517642048163840,164,331
2239,667509364010450944,1855,6025
2240,667502640335572993,192,481
2241,667495797102141441,231,457
2242,667491009379606528,187,456
2243,667470559035432960,85,225
2244,667455448082227200,53,170
2245,667453023279554560,72,279
2246,667443425659232256,483,681
2247,667437278097252352,197,395
2248,667435689202614272,76,266
2249,667405339315146752,193,407
2250,667393430834667520,50,168
2251,667369227918143488,142,328
2252,667211855547486208,209,426
2253,667200525029539841,225,539
2254,667192066997374976,86,330
2255,667188689915760640,328,639
2256,667182792070062081,5236,12456
2257,667177989038297088,48,163
2258,667176164155375616,383,523
2259,667174963120574464,69,218
2260,667171260800061440,71,186
2261,667165590075940865,960,2371
2262,667160273090932737,50,218
2263,667152164079423490,14534,42023
2264,667138269671505920,1854,3981
2265,667119796878725120,105,283
2266,667090893657276420,104,286
2267,667073648344346624,103,350
2268,667070482143944705,12,72
2269,667065535570550784,40,143
2270,667062181243039745,45,191
2271,667044094246576128,43,162
2272,667012601033924608,185,391
2273,666996132027977728,78,212
2274,666983947667116034,840,2239
2275,666837028449972224,466,697
2276,666835007768551424,64,183
2277,666826780179869698,78,218
2278,666817836334096384,209,441
2279,666804364988780544,78,205
2280,666786068205871104,408,652
2281,666781792255496192,168,324
2282,666776908487630848,148,303
2283,666739327293083650,59,206
2284,666701168228331520,181,371
2285,666691418707132416,41,159
2286,666649482315059201,522,990
2287,666644823164719104,68,207
2288,666454714377183233,178,446
2289,666447344410484738,19,90
2290,666437273139982337,40,106
2291,666435652385423360,41,136
2292,666430724426358785,159,275
2293,666428276349472768,67,139
2294,666421158376562688,90,272
2295,666418789513326592,39,106
2296,666411507551481857,261,370
2297,666407126856765440,30,93
2298,666396247373291520,68,147
2299,666373753744588802,73,162
2300,666362758909284353,463,646
2301,666353288456101888,56,178
2302,666345417576210432,121,241
2303,666337882303524864,79,168
2304,666293911632134144,288,425
2305,666287406224695296,55,123
2306,666273097616637952,66,151
2307,666268910803644416,38,98
2308,666104133288665088,5446,12812
2309,666102155909144576,11,66
2310,666099513787052032,53,134
2311,666094000022159362,63,141
2312,666082916733198337,37,92
2313,666073100786774016,129,273
2314,666071193221509120,50,127
2315,666063827256086533,180,395
2316,666058600524156928,47,99
2317,666057090499244032,111,247
2318,666055525042405380,196,364
2319,666051853826850816,696,1021
2320,666050758794694657,50,115
2321,666049248165822465,36,88
2322,666044226329800704,114,245
2323,666033412701032449,36,100
2324,666029285002620928,39,112
2325,666020888022790149,418,2277
